Date,Open,High,Low,Close,Volume
1999-01-22,0.04012247801796018,0.044779435964025956,0.035584742486323005,0.03761516883969307,2714688000
1999-01-25,0.04060028150897234,0.0420327680698376,0.03761517037039255,0.04155588522553444,510480000
1999-01-26,0.042032757847162316,0.042869138941030185,0.03773438019598564,0.03833140432834625,343200000
1999-01-27,0.03845063273616818,0.039406236454779926,0.036300987292690524,0.03821219131350517,244368000
1999-01-28,0.0382121961843812,0.03845063763743814,0.037853616698903435,0.03809205815196037,227520000
1999-01-29,0.0380920412674778,0.03821217924664688,0.03630097582936287,0.03630097582936287,244032000
1999-02-01,0.03630098748258945,0.037256587789791316,0.03630098748258945,0.037018146365880966,154704000
1999-02-02,0.03630097587271382,0.037256575874293124,0.03307742090276233,0.03415224328637123,264096000
1999-02-03,0.03367445207583682,0.03534629548566532,0.033435091664154946,0.03486849367618561,75120000
1999-02-04,0.0353463026188617,0.037734393134314044,0.034868500712957336,0.03677879273891449,181920000
1999-02-05,0.03737580058124118,0.0382121816692248,0.036421116117559806,0.037853602319955826,136848000
1999-02-08,0.03809203780890826,0.03821217577716941,0.036540329456329346,0.036540329456329346,154080000
1999-02-09,0.03725658749534333,0.03749503233377806,0.034629140199580376,0.03510694205760956,86976000
1999-02-10,0.03510694076411962,0.03606254102856074,0.034152252680804615,0.03474927693605423,148224000
1999-02-11,0.0348684971745822,0.0391668758633929,0.0348684971745822,0.037734389305114746,132240000
1999-02-12,0.038212191270807286,0.04012247969191638,0.038212191270807286,0.039884038269519806,109728000
1999-02-16,0.040600277283628215,0.04227212410663083,0.03606253862317572,0.04012247547507286,211008000
1999-02-17,0.03916687151464878,0.039644673319016006,0.03725658331105405,0.0379728265106678,67728000
1999-02-18,0.039166869751388785,0.03964467153424577,0.03749502643471403,0.038569848984479904,70704000
1999-02-19,0.038212191270807286,0.040600281550688365,0.0377343894120353,0.039884038269519806,75360000
1999-02-22,0.040600277283628215,0.04107807909218357,0.03797282684351489,0.04012247547507286,205248000
1999-02-23,0.0410780787662767,0.042869144565533326,0.0386899887563289,0.04203276336193085,138096000
1999-02-24,0.04824233722543161,0.05015354056968859,0.044301623756832824,0.04537644609808922,612768000
1999-02-25,0.047287661660536454,0.04872015150391487,0.04322680916811562,0.043943971395492554,149136000
1999-02-26,0.04442178661441764,0.04585427347367368,0.04155589388173624,0.041913557797670364,172608000
1999-03-01,0.04298836963189699,0.043943973300565896,0.04012247763982213,0.042152903974056244,92160000
1999-03-02,0.04203275258955238,0.042272112937527584,0.04107806823856983,0.0417943112552166,55248000
1999-03-03,0.04203275974520168,0.04203275974520168,0.038689985427230365,0.038928426802158356,61392000
1999-03-04,0.040838728224395514,0.041078088691549455,0.03773439426417033,0.03809205815196037,57360000
1999-03-05,0.0384506267970291,0.04036091492520688,0.0384506267970291,0.04024169594049454,78768000
1999-03-08,0.03916687160222042,0.04203276342095734,0.03845062840100525,0.04083871841430664,75888000
1999-03-09,0.04071950188746157,0.04274992822169568,0.04071950188746157,0.042152903974056244,143184000
1999-03-10,0.04274993537354424,0.04274993537354424,0.04083872771647104,0.04143575206398964,235344000
1999-03-11,0.040719499485247834,0.04143574268752941,0.039644673466682434,0.039644673466682434,54288000
1999-03-12,0.03988403032946209,0.03988403032946209,0.038212183663578494,0.038928426802158356,90768000
1999-03-15,0.03988403427404602,0.041078079294370386,0.039644673861649084,0.04060027748346329,108816000
1999-03-16,0.040838720976286845,0.041316522811696836,0.03892843264858077,0.039287012070417404,79152000
1999-03-17,0.0396446533040395,0.04036089614205131,0.038569831248520044,0.039525434374809265,51360000
1999-03-18,0.03964466851288376,0.04060027200577019,0.03868998403376011,0.040003251284360886,46320000
1999-03-19,0.03988403407773631,0.04131652048952012,0.03988403407773631,0.04012247547507286,105312000
